Patient_117,Patient_117
Otu0503,Lactobacillales_unclassified
Otu0504,Mogibacterium
Otu0505,Streptococcus
Otu0506,Streptococcus
Otu0507,Staphylococcus
Otu0508,Fusobacterium
Otu0509,Fusobacterium
Otu0510,Prevotella
Otu0511,Veillonella
Otu0512,Veillonellaceae_unclassified
Otu0513,Actinomyces
Otu0514,Selenomonas
Otu0515,Candidatus_Saccharibacteria_unclassified
Otu0516,Prevotella
Otu0517,Carnobacteriaceae_unclassified
Otu0518,Anaerococcus
Otu0519,Streptococcus
Otu0520,Fusobacterium
Otu0521,Prevotella
Otu0522,Rothia
Otu0523,Streptococcus
Otu0524,Fretibacterium
Otu0525,Gemella
Otu0526,Staphylococcus
Otu0527,Enhydrobacter
Otu0528,Pasteurellaceae_unclassified
Otu0529,Veillonella
Otu0530,Bacillales_unclassified
Otu0531,Capnocytophaga
Otu0532,Lactobacillales_unclassified
Otu0533,Comamonas
Otu0534,Prevotella
Otu0535,Actinomyces
Otu0536,Actinomyces
Otu0537,Phascolarctobacterium
Otu0538,Veillonella
Otu0539,Pseudomonadaceae_unclassified
Otu0540,Actinomyces
Otu0541,Parvimonas
Otu0542,Firmicutes_unclassified
Otu0543,Burkholderiales_unclassified
Otu0544,Ruminococcaceae_unclassified
Otu0545,Veillonella
Otu0546,Actinomyces
Otu0547,Streptococcus
Otu0548,Streptococcus
Otu0549,Veillonella
Otu0550,Pseudomonadaceae_unclassified
Otu0551,Streptococcus
Otu0552,Lautropia
Otu0553,Porphyromonas
Otu0554,Prevotella
Otu0555,Porphyromonadaceae_unclassified
Otu0556,Rothia
Otu0557,Megasphaera
Otu0558,Bacillales_unclassified
Otu0559,Prevotella
Otu0560,Leptotrichia
Otu0561,Streptococcus
Otu0562,Coprococcus
Otu0563,Haemophilus
Otu0564,Rothia
Otu0565,Prevotella
Otu0566,Lachnospiraceae_unclassified
Otu0567,Staphylococcus
Otu0568,Micrococcaceae_unclassified
Otu0569,Lachnospiraceae_unclassified
Otu0570,Leptotrichia
Otu0571,Actinomyces
Otu0572,Coprococcus
Otu0573,Prevotella
Otu0574,Candidatus_Saccharibacteria_unclassified
Otu0575,Alcaligenaceae_unclassified
Otu0576,Leptotrichia
Otu0577,Parasutterella
Otu0578,Brevundimonas
Otu0579,Neisseriaceae_unclassified
Otu0580,Rothia
Otu0581,Capnocytophaga
Otu0582,Prevotella
Otu0583,Prevotella
Otu0584,Bacillales_unclassified
Otu0585,Lactobacillus
Otu0586,Helicobacter
Otu0587,Undibacterium
Otu0588,Fusicatenibacter
Otu0589,Pseudomonadaceae_unclassified
Otu0590,Streptococcus
Otu0591,Veillonellaceae_unclassified
Otu0592,Anaeroplasma
Otu0593,Bacilli_unclassified
Otu0594,Porphyromonadaceae_unclassified
Otu0595,Sutterella
Otu0596,Lactobacillales_unclassified
Otu0597,Streptococcus
Otu0598,Bacilli_unclassified
Otu0599,Staphylococcus
Otu0600,Streptococcus
Otu0601,Leptotrichia
Otu0602,Alistipes
Otu0603,Prevotella
Otu0604,Actinomycetales_unclassified
Otu0605,Gemella
Otu0606,Rothia
